"Plot","Tea_ID","Green","Rooibos","stab","ar","rate","Angle","New distances","ALT","Soilmoist","Distance","Spiral","Vegetation","Soil"
"East Creek Wet",142,36.685520361991,15.9985449254274,0.564304983824335,0.240503648928967,0.0390804292823383,NA,NA,NA,NA,NA,NA,NA,NA
"East Creek Wet",143,36.0576293385724,13.3296662999633,0.571762121869687,0.236387308727933,0.029637962203017,315,11.75,30,31.1,1.75,19,"Willow shrub","Litter"
"East Creek Wet",144,34.7060518731989,14.8133524766691,0.58781411076961,0.227526610855175,0.0376019969589996,315,30,52.2,21.8,20,20,"Willow shrub","Dense mesic"
"Flooded Orca",1,45.9120425029516,16.6777133388567,0.454726336069459,0.300991062489659,0.0288444842439807,0,NA,62.2,55.2,0.1,1,"Sedge and equisetum","Loose fibric"
"Flooded Orca",10,42.2038136917787,9.74617524339361,0.498767058292415,0.276680583822587,0.015509147604883,135,NA,58.8,56.4,0.4,9,"Willow shrub","Loose fibric"
"Flooded Orca",11,38.0510018214936,15.8457080767838,0.548087864352807,0.24945549887725,0.0360156576827566,135,NA,67.6,31.7,10,10,"Moss","Moss"
"Flooded Orca",12,37.5360983102919,NA,0.554203107953778,0.246079884409514,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flooded Orca",13,43.4904776771776,15.5850867478775,0.483486013335182,0.285115720638979,0.0282511325119372,180,NA,58.6,57.4,0.5,11,"Willow shrub","Loose fibric"
"Flooded Orca",14,46.3677488025546,16.2452399086062,0.449314147238069,0.303978590724586,0.0273025883501738,180,NA,65.4,47.8,12.5,12,"Sedge and equisetum","Loose fibric"
"Flooded Orca",15,35.7940941739824,NA,0.574891993183106,0.234659619762925,NA,180,NA,52.1,42.8,27.5,13,"Willow shrub","Dense mesic"
"Flooded Orca",16,39.6028665273216,18.2948294829483,0.529657167133948,0.259629243742061,0.0435571905233472,225,NA,61.5,54,0.75,14,"Willow shrub","Loose fibric"
"Flooded Orca",17,36.970823798627,15.0149812734082,0.56091658196405,0.242374046755845,0.034509258668349,225,NA,68.4,48.8,15,15,"Forbs","Dense mesic"
"Flooded Orca",18,39.7380191693291,18.9308411214953,0.528052028867826,0.26051528006496,0.0463240082062604,270,NA,62.5,51.4,1,16,"Willow shrub","Loose fibric"
"Flooded Orca",19,46.4497041420118,17.8834808259587,0.448340805914349,0.30451587513528,0.0316062763623048,NA,NA,NA,NA,NA,NA,NA,NA
"Flooded Orca",2,47.5846568774348,11.939901103081,0.434861557275121,0.311956420384133,0.0172310414330257,0,NA,59.7,51.5,2.5,2,"Willow shrub","Loose fibric"
"Flooded Orca",20,NA,13.6899399399399,NA,NA,NA,270,NA,29,11,17.5,17,"Moss","Moss"
"Flooded Orca",21,NA,12.9779969650986,NA,NA,NA,270,NA,51.9,65.2,30,18,"Willow shrub","Loose fibric"
"Flooded Orca",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flooded Orca",23,37.7675276752767,28.6914688903143,0.551454540673673,0.247597093548133,NA,315,NA,57.9,52.6,1.75,19,"Sedge and equisetum","Loose fibric"
"Flooded Orca",24,36.9502074688797,14.9063400576369,0.56116143148599,0.242238889819734,0.0341228461110564,315,NA,60.3,42.3,20,20,"Willow shrub","Moss"
"Flooded Orca",3,39.8328857057595,13.2480916030534,0.526925347912595,0.261137207952247,0.0252821973337103,0,NA,26.5,30.3,22.5,3,"Willow shrub","Loose fibric"
"Flooded Orca",4,37.1348148148148,9.6042899408284,0.558968945192223,0.243449142253893,0.0179184188349434,NA,NA,NA,NA,NA,NA,NA,NA
"Flooded Orca",5,50.7036114570361,18.1969486823856,0.397819341365367,0.332403723566318,0.0283151514806364,45,NA,66.8,51.9,0.2,4,"Sedge and equisetum","Loose fibric"
"Flooded Orca",6,40.622508432996,19.69013006886,0.517547405783895,0.26631383200729,0.0480217148269104,45,NA,62.8,50.2,5,5,"Sedge and equisetum","Loose fibric"
"Flooded Orca",7,44.5543981481482,20.8445706174592,0.470850378288027,0.292090591185009,0.0446601328531463,90,NA,62.5,51.5,0.3,6,"Sedge and equisetum","Loose fibric"
"Flooded Orca",8,28.8395370659994,10.4767143381005,0.65748768330167,0.189066798817478,0.0288472359951168,90,NA,66.6,44,7.5,7,"Sedge and equisetum","Loose fibric"
"Flooded Orca",9,35.1022248947685,15.4770575382374,0.583108967995624,0.230123849666416,0.0398725093694654,90,NA,67.9,33.2,25,8,"Willow shrub","Loose fibric"
"Flower Plots",49,38.3297380585516,13.5662188099808,0.544777457736917,0.251282843329222,0.0277237339934351,0,NA,55.4,25.5,0.1,1,"Dryas","Dense mesic"
"Flower Plots",50,34.7603396329773,13.3689642462219,0.587169363028774,0.227882511608117,0.0315530613053044,0,NA,53,14.7,2.5,2,"Dryas","Dense mesic"
"Flower Plots",51,NA,NA,NA,NA,NA,0,NA,54.4,19.9,22.5,3,"Dryas","Dense mesic"
"Flower Plots",52,37.3165137614679,NA,0.556811000457626,0.244640327747391,NA,NA,NA,NA,NA,NA,NA,NA,NA
